Series Description,EURO,US$/POUND,BRAZIL ,CHINA,DENMARK,INDIA,JAPAN,KOREA,MALAYSIA,MEXICO,NORWAY,SWEDEN,SOUTH AFRICA,SINGAPORE,SWITZERLAND,TAIWAN,THAILAND,VENEZUELA ,Nominal Broad Dollar Index ,Nominal Major Currencies Dollar Index ,Nominal Other Important Trading Partners Dollar Index ,US$/AU$,S$/NZ$,CANADA,HONG KONG,SRI LANKA
1/30/1984,,1.4074,,2.079,10.193,10.74,234.58,800.7,2.34,,7.86,8.181,1.2715,2.1305,2.2415,40.23,23,,,125.4731,,0.9172,0.6498,1.2486,7.8,25.28
1/31/1984,,1.4012,,2.079,10.215,10.76,234.67,801.3,2.3405,,7.882,8.188,1.2715,2.132,2.253,40.23,23,,,125.6407,,0.9172,0.6493,1.2493,7.8005,25.28
2/1/1984,,1.41,,2.079,10.1425,10.76,234.25,800.7,2.3395,,7.8575,8.1525,1.2634,2.1305,2.235,ND,23,,,125.1277,,0.921,0.6513,1.2473,7.799,25.28
2/2/1984,,1.4225,,2.079,10.0225,10.76,233.6,800.7,2.3375,,7.815,8.11,1.2492,2.1275,2.2175,ND,23,,,124.5198,,0.9232,0.6532,1.246,7.7975,25.28
2/3/1984,,1.431,,2.0623,9.9475,10.75,232.7,800.6,2.335,,7.77,8.064,1.2438,2.126,2.197,ND,23,,,124.0231,,0.9215,0.6538,1.2464,7.795,25.27
2/6/1984,,1.4225,,2.0623,9.9775,10.76,233.1,800.6,2.3385,,7.795,8.0975,1.2446,2.13,2.213,40.23,23,,,124.2126,,0.9215,0.6543,1.2453,7.797,25.27
2/7/1984,,1.4107,,2.0768,10.074,10.76,234.5,800.6,2.3395,,7.8035,8.1345,1.2602,2.131,2.235,40.23,23,,,124.9172,,0.9218,0.6515,1.2477,7.7965,25.27
2/8/1984,,1.4128,,2.0768,10.0225,10.76,234.15,800.3,2.3385,,7.79,8.117,1.2484,2.1315,2.2295,40.23,23,,,124.6229,,0.9278,0.653,1.2463,7.7965,25.27
2/9/1984,,1.421,,2.0768,9.965,10.76,233.88,800.3,2.3385,,7.79,8.095,1.2484,2.1315,2.2275,40.23,23,,,124.3247,,0.9315,0.653,1.2461,7.797,25.27
2/10/1984,,1.4143,,2.0768,9.982,10.77,234.6,799.3,2.3395,,7.768,8.105,1.25,2.132,2.24,40.23,23,,,124.5635,,0.9303,0.6535,1.2463,7.788,25.29
2/13/1984,,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,,ND,,ND,ND,ND,ND,ND
2/14/1984,,1.428,,2.0768,9.905,10.76,233.95,799.3,2.3395,,7.745,8.0725,1.2438,2.131,2.223,40.23,23,,,124.1295,,0.9347,0.6548,1.2476,7.782,25.29
2/15/1984,,1.4445,,2.0601,9.7675,10.75,233.2,799.3,2.3365,,7.665,7.99,1.2315,2.129,2.197,40.23,23,,,123.1187,,0.939,0.6593,1.245,7.7805,25.29
2/16/1984,,1.446,,2.0519,9.77,10.74,232.85,799.3,2.3335,,7.645,7.95,1.2262,2.126,2.1925,40.23,23,,,123.0934,,0.9442,0.6604,1.2465,7.779,25.29
2/17/1984,,1.451,,2.0519,9.7975,10.73,233.2,799.3,2.3335,,7.665,7.97,1.2262,2.126,2.1945,40.23,23,,,123.2469,,0.9454,0.6613,1.2476,7.776,25.29
2/20/1984,,ND,,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,,ND,,ND,ND,ND,ND,ND
2/21/1984,,1.441,,2.0519,9.895,10.74,234.1,799.3,2.3385,,7.7065,8.005,1.2232,2.1305,2.2205,40.23,23,,,123.8748,,0.94,0.66,1.2498,7.7965,25.29
2/22/1984,,1.4515,,2.0519,9.738,10.74,233.2,798.7,2.336,,7.6275,7.93,1.2107,2.1275,2.194,40.24,23,,,123.0035,,0.9415,0.6615,1.2479,7.7935,25.28
2/23/1984,,1.4575,,2.0519,9.752,10.75,233.6,799.3,2.3335,,7.622,7.91,1.2034,2.1265,2.193,40.25,23,,,122.9959,,0.9443,0.6623,1.2494,7.785,25.29
2/24/1984,,1.4725,,2.0519,9.635,10.71,233.2,797.1,2.3335,,7.545,7.825,1.2012,2.126,2.174,40.26,23,,,122.389,,0.9435,0.6635,1.2502,7.774,25.24
2/27/1984,,1.473,,2.0519,9.6775,10.74,233.3,796.1,2.334,,7.5825,7.86,1.2129,2.126,2.178,40.25,23,,,122.6198,,0.9428,0.6628,1.2535,7.779,25.24
2/28/1984,,1.4915,,2.0519,9.6375,10.7,233.52,797.1,2.332,,7.52,7.7975,1.2005,2.122,2.1665,40.26,23,,,122.0201,,0.9441,0.6663,1.2521,7.778,25.24
2/29/1984,,1.4905,,2.0519,9.535,10.69,233.43,795.3,2.3315,,7.5025,7.77,1.1976,2.121,2.168,40.22,23,,,121.9296,,0.9435,0.6662,1.2519,7.787,25.2
3/1/1984,,1.478,,2.0519,9.5675,10.68,233.43,795.3,2.333,,7.5225,7.799,1.2044,2.122,2.176,40.2,23,,,121.919,,0.9442,0.665,1.2416,7.78,25.21
3/2/1984,,1.481,,2.0519,9.475,10.67,228.2,795.4,2.3245,,7.48,7.76,1.199,2.115,2.1545,40.19,23,,,121.0508,,0.9439,0.6662,1.2511,7.781,25.24
3/5/1984,,1.4845,,2.0519,9.468,10.67,223.35,794.4,2.281,,7.45,7.719,1.1926,2.075,2.128,40.18,23,,,120.1352,,0.955,0.6628,1.2523,7.78,25.19
3/6/1984,,1.484,,2.0417,9.375,10.67,223.35,793.4,2.282,,7.4,7.64,1.1905,2.0775,2.1095,40.18,23,,,119.8953,,0.9553,0.6728,1.2558,7.7795,25.19
3/7/1984,,1.4755,,2.0417,9.36,10.67,223.25,792.4,2.286,,7.4175,7.6425,1.1912,2.09,2.116,40.17,23,,,120.0489,,0.954,0.6722,1.2602,7.777,25.19
3/8/1984,,1.458,,2.0498,9.465,10.67,224.55,792.4,2.2975,,7.4725,7.6975,1.199,2.0965,2.136,40.15,23,,,121.005,,0.9529,0.6685,1.2651,7.779,25.19
3/9/1984,,1.4625,,2.0498,9.45,10.69,224.8,793.3,2.287,,7.47,7.6975,1.1947,2.086,2.134,40.14,23,,,121.081,,0.9542,0.6692,1.271,7.781,25.16
3/12/1984,,1.4532,,2.0683,9.52,10.69,224.83,794.3,2.293,,7.515,7.7575,1.2107,2.0905,2.153,40.11,23,,,121.6783,,0.9552,0.668,1.2784,7.797,25.18
3/13/1984,,1.4675,,2.0683,9.4075,10.7,223.15,795.3,2.284,,7.448,7.688,1.1983,2.084,2.126,40.1,23,,,120.537,,0.963,0.6721,1.2675,7.801,25.18
3/14/1984,,1.4665,,2.0579,9.4125,10.66,223.7,794.3,2.277,,7.4175,7.655,1.1976,2.0765,2.128,ND,23,,,120.7145,,0.9648,0.6725,1.2748,7.7985,25.17
3/15/1984,,1.461,,2.0579,9.4475,10.68,224.1,793.3,2.2815,,7.4725,7.7075,1.2092,2.0805,2.143,40.07,23,,,121.0725,,0.964,0.67,1.2735,7.797,25.17
3/16/1984,,1.445,,2.0662,9.605,10.72,225.85,794.3,2.2885,,7.5625,7.775,1.224,2.0885,2.156,40.05,23.01,,,121.9277,,0.9635,0.668,1.2697,7.797,25.17
3/19/1984,,1.443,,2.0744,9.61,10.76,225.8,795.3,2.296,,7.5625,7.78,1.2392,2.091,2.163,40.04,23,,,122.1764,,0.9554,0.6665,1.2762,7.8,25.17
3/20/1984,,1.439,,2.0744,9.6425,10.77,226,796.3,2.298,,7.58,7.806,1.2399,2.094,2.167,40.04,23,,,122.3284,,0.9565,0.666,1.2767,7.7975,25.17
3/21/1984,,1.4313,,2.0847,9.685,10.78,226.8,795.7,2.299,,7.609,7.83,1.2438,2.0945,2.1767,40.02,23.01,,,122.6878,,0.951,0.663,1.2767,7.801,25.17
3/22/1984,,1.4303,,2.0847,9.655,10.79,226.45,796.7,2.2985,,7.585,7.795,1.243,2.0925,2.175,40,23.01,,,122.4548,,0.9405,0.6612,1.2743,7.7985,25.17
3/23/1984,,1.436,,2.0847,9.662,10.77,225.63,796.6,2.293,,7.565,7.775,1.2422,2.0895,2.172,39.98,23,,,122.2726,,0.942,0.6638,1.2773,7.799,25.17
3/26/1984,,1.4475,,2.0847,9.535,10.75,224.67,795.6,2.29,,7.5225,7.735,1.2346,2.084,2.157,39.96,23.01,,,121.6246,,0.952,0.6665,1.2774,7.797,25.17
3/27/1984,,1.447,,2.0743,9.5075,10.73,224.45,794.6,2.287,,7.5025,7.705,1.2255,2.0795,2.1522,40,23.01,,,121.4834,,0.9485,0.6675,1.2791,7.7955,25.17
